3 - & Mosquetón con Esmerillón PETER - 1 ce 10 | Bolsa x 100 u. | pe-163
1 - Mecha SDS Plus 8 x 110 mm "essamet" | uni | 
1 - Mecha SDS Plus 8 x 160 mm "essamet" | uni | 
1 - Mecha SDS Plus 8 x 210 mm "essamet" | uni | 
1 - Mecha SDS Plus 8 x 300 mm "essamet" | uni | 
1 - Mecha SDS Plus10 x 110 mm "essamet" | un | 
1 - Mecha SDS Plus10 x 160 mm "essamet" | uni | 
1 - Mecha SDS Plus10 x 210 mm "essamet" | uni | 
1 - Mecha SDS Plus10 x 350 mm " essamet" | uni | 
1 - media manija giratoria de Luxe | uni | me-011
2 - membrana autoadhesiva 10 cm | mts | me-400
2 - membrana autoadhesiva 15 cm | mts | 
2 - membrana autoadhesiva 25 cm | mts | me-042
1 - metro madera doble  2 mt "racort" | uni | me-013
1 - metro madera simple 1 mt "racort" | uni | me-012
1 - metro plastico doble  2 mt "racort" | uni | 
1 - mosqueton de seguridad   0 "TR" | uni | mo-006
1 - mosqueton de seguridad  00 "TR" | uni | mo-005
1 - mosqueton de seguridad  01 "TR" | uni | mo-007
1 - mosqueton de seguridad  02 "TR" | uni | mo-004
1 - mosqueton de seguridad  03 "TR" | uni | 
1 - nivel aluminio con apoyo rect. 30 cms. | uni | ni-001
1 - nivel aluminio con apoyo rect. 40 cms. | uni | ni-002
1 - ojal p/ cortina met. Plas.1/2" | uni | oj-001
1 - ojal p/ cortina plastico    1/2" | uni | 
1 - pala ancha mango metálico "moises" | uni | 
1 - pala ancha mango plastico "moises" | uni | pa-001
1 - pala de punta redonda "moises" | uni | pa-100
1 - pala punta corazón mango plastico "moises" | uni | pa-002
1 - pala punta mango metalico "moises" | uni | pa-003
1 - pala punta mango plastico "moises" | uni | pa-004
1 - pasador c/traba empa c/torn nº00 45 x 60 "TR" | uni | pa-021
1 - pasador c/traba empa c/torn nº00 50 x 80 "TR" | uni | pa-026
1 - pasador c/traba empa c/torn nº01 45x 60 "TR" | uni | pa-022
1 - pasador c/traba empa c/torn nº02 35 x 45 "TR" | uni | pa-023
1 - pasador c/traba empa c/torn nº03 35x 35 "TR" | uni | pa-024
1 - pasador c/traba zincado c/torn nº00 50 x 80 "TR" | uni | pa-025
1 - pasador c/traba zincado c/torn nº01 45 x 60 "TR" | uni | pa-026
1 - pasador c/traba zincado c/torn nº02 35x45 "TR" | uni | pa-027
1 - pasador c/traba zincado c/torn nº03 35x35 "TR" | uni | pa-028
1 - pasador cerrojo c/portacandado Zinc 100 - 10 x 70 | uni | pa-049
1 - pasador cerrojo c/portacandado Zinc 120 - 12 x 80 | uni | pa-029
1 - pasador cerrojo c/portacandado Zinc 140 - 13 x 90 | uni | pa-030
1 - pasador cerrojo c/portacandado Zinc 190 - 14 x 125 | uni | pa-031
1 - pasador cerrojo ref. empavonado 30 mm caja x 12 | uni | pa-032
1 - pasador cerrojo ref. empavonado 40 mm caja x 12 | uni | pa-033
1 - pasador cerrojo ref. empavonado 50 mm caja x 12 | uni | pa-034
1 - pasador coliza c/traba bce pla c/torn 01 "TR" | uni | pa-035
1 - pasador coliza c/traba bce pla c/torn 02 "TR" | uni | pa-036
1 - pasador coliza c/traba bce pla c/torn 03 "TR" | uni | pa-037
1 - pasador coliza c/traba bce pul c/torn 01 "TR" | uni | pa-038
1 - pasador coliza c/traba bce pul c/torn 02 "TR" | uni | pa-039
1 - pasador coliza c/traba bce pul c/torn 03 "TR" | uni | pa-040
1 - pasador con cadena zincada para puerta "TR" | uni | ca-040
1 - pasador mauser empavonado 100 mm "TR" | uni | pa-041
1 - pasador mauser empavonado 125 mm "TR" | uni | pa-042
1 - pasador mauser empavonado 150 mm "TR" | uni | pa-043
1 - pasador mauser empavonado 50 mm "TR" | uni | pa-044
1 - pasador mauser empavonado 65 mm "TR" | uni | pa-045
1 - pasador mauser empavonado 80 mm "TR" | uni | pa-046
1 - peine repuesto máquina de salpicar Neike | uni | pe-001
1 - pico forjado con mango punta y pala "tramontina" | uni | pi-001
1 - pico forjado punta y pala | uni | pi-002
0 - Piedra para afilar doble faz de 8" | uni | 
0 - Piedras montadas grandes en jgo x 5 pzs | set | 
1 - pincel cerda blanca 1 "essamet" | uni | pi-003
1 - pincel cerda blanca 1 1/2 "essamet" | uni | pi-004
1 - pincel cerda blanca 1/2 "essamet" | uni | pi-005
1 - pincel cerda blanca 2 "essamet" | uni | pi-006
1 - pincel cerda blanca 2 1/2 "essamet" | uni | pi-007
3 - pincel cerda blanca 3 "essamet" | uni | pi-008
1 - pincel cerda blanca 3/4 "essamet" | uni | pi-009
1 - pincel profesional cerda blanca 1 1/2" "essamet" | uni | pi-013
1 - pincel profesional cerda blanca 1" "essamet" | uni | pi-014
1 - pincel profesional cerda blanca 1/2 "essamet" | uni | pi-015
1 - pincel profesional cerda blanca 2 "essamet" | uni | pi-016
1 - pincel profesional cerda blanca 2 1/2  "essamet" | uni | pi-017
1 - pincel profesional cerda blanca 3 "essamet" | uni | pi-018
1 - pincel profesional cerda blanca 3/4 "essamet" | uni | pi-019
1 - pincel profesional cerda negra 1/2 "essamet" | uni | pi-022
3 - pinceletas 0,40 especial "Mc Pin" | uni | pi-025
3 - pinceletas 0,50 especial "Mc Pin" | uni | pi-026
1 - pinza cortadora de ceramica con lapiz de widia "neike" | uni | pi-029
0 - Pinza Maza de 500 Amper | uni | 
1 - pinza media caña recta 6" "metz" | uni | pi-030
1 - pinza media caña recta 8" "metz" | uni | pi-031
1 - pinza pico de loro 10" "roth" | uni | pi-032
1 - Pinza pico de loro 10" Metz" | uni | 
1 - Pinza portaelectrodos de 300 Amp. | uni | 
1 - Pinza Portaelectrodos de 500 Amp. | uni | 
1 - pinza universal 6" "metz" | uni | pi-053
1 - pinza universal 7" "metz" | uni | pi-035
1 - pinza universal 8" "metz" | uni | pi-037
 - pinza universal 8" roth | uni | pi-036
1 - pistola aplicadora de silicona "neike" | uni | ap-001
1 - pistola aplicadora para cartuchos de silicona | uni | 
1 - piton anclaje c/t 10 mm abierto | caja | pi-055
1 - piton anclaje c/t 10 mm cerrado | caja | pi-055
1 - piton anclaje c/t 10 mm escuadra | caja | pi-056
1 - piton anclaje c/t 5 mm abierto | caja | pi-057
1 - piton anclaje c/t 6 mm abierto | caja | pi-058
1 - piton anclaje c/t 6 mm cerrado | caja | pi-055
1 - piton anclaje c/t 6 mm escuadra | caja | pi-059
1 - piton anclaje c/t 8 mm abierto | caja | pi-060
1 - piton anclaje c/t 8 mm cerrado | caja | pi-055
1 - piton anclaje c/t 8 mm escuadra | caja | pi-061
1 - piton anclaje s/t  5 mm abierto x 100 u | caja | pi-041
1 - piton anclaje s/t  5 mm cerrado x 100 u | caja | pi-042
1 - piton anclaje s/t  5 mm escuadra x 100 u | caja | pi-043
1 - piton anclaje s/t  6 mm abierto x 100 u | caja | pi-044
1 - piton anclaje s/t  6 mm cerrado x 100 u | caja | pi-045
1 - piton anclaje s/t  6 mm escuadra x 100 u | caja | pi-046
1 - piton anclaje s/t  8 mm abierto x 100 u | caja | pi-047
1 - piton anclaje s/t  8 mm cerrado x 100 u | caja | pi-048
1 - piton anclaje s/t  8 mm escuadra x 100 u | caja | pi-049
1 - piton anclaje s/t 10 mm abierto x 100 u | caja | pi-050
1 - piton anclaje s/t 10 mm cerrado x 100 u | caja | pi-051
1 - piton anclaje s/t 10 mm escuadra x 100 u | caja | pi-052
1 - piton cerrado niquelado N° 10 caja x 144 | caja | 
1 - piton cerrado niquelado N° 6 caja x 144 u | caja | 
1 - piton cerrado niquelado Nº 5 caja x 144 u | caja | 
3 - plastico cristal Premium 2 x 100 x 100 | mts | pl-011
3 - plastico cristal Premium 2 x 200 x 50 | mts | pl-012
3 - plastico cristal Premium 3 x 100 x 100 | mts | pl-013
3 - plastico cristal Premium 3 x 200 x 50 | mts | pl-014
3 - plastico cristal Premium 4 x 100 x 100 | mts | pl-015
3 - plastico cristal Premium 4 x 200 x 50 | mts | pl-016
3 - plastico cristal Premiun 6 x 100 x 50 | mts | pl-018
3 - plastico cristal Premiun 6 x 200 x 50 | mts | pl-019
3 - plastico negro Premiun 2 x 100 x 100 | mts | pl-024
3 - plastico negro Premiun 2 x 200 x 50 | mts | pl-025
3 - plastico negro Premiun 3 x 100 x 100 | mts | pl-026
3 - plastico negro Premiun 3 x 200 x 50 | mts | pl-027
3 - plastico negro Premiun 4 x 100 x 100 | mts | pl-029
3 - plastico negro Premiun 4 x 200 x 50 | mts | pl-031
3 - plastico negro Premiun 6 x 100 x 50 | mts | pl-034
3 - plastico negro Premiun 6 x 200 x 50 | mts | pl-035
3 - plastico negro Premiun 8 x 100 x 100 | mts | pl-037
3 - plastico negro Premiun 8 x 200 x 50 | mts | pl-038
1 - plastico verde Premiun 3 x 200 x 50 | mts | pl-055
1 - plomada cilindro 300 gr"toth" | uni | pl-061
1 - plomada cilindro 400 gr"toth" | uni | pl-062
1 - plomada cilindro 500 gr"toth" | uni | pl-063
1 - plomada trompo 300 gr | uni | pl-064
1 - plomada trompo 400 gr | uni | pl-065
1 - plomada trompo 500 gr | uni | pl-066
1 - plomada trompo 700 gr | uni | pl-067
1 - PNT 101 Desoxidante Aceitera x 100 cm³ | uni | 
1 - PNT 113 Lubricante Aceitera x 100 cm³ | uni | 
1 - PNT 222 Lubricante textil x 100 cc. | uni | 
1 - PNT 302 Desoxidante en Aerosol x 250 cm³ | uni | 
1 - PNT 317 Luricante en Aerosol x 250 cm³ | uni | 
1 - PNT 402 Grasa de Litio x 100 grs. | uni | 
1 - PNT 403 Grasa Grafitada x 100 grs. | uni | 
1 - PNT 409 Grasa de Litio x 250 grs. | uni | 
1 - PNT 530 Crema Limpia Manos x 500 gr. | uni | 
1 - PNT 913 Destapa Cañerías x 500 cm³ | uni | 
 - PNT 915 Destapa Cañerías x 1000 cm³ | uni | 
1 - PNT 919 Quitasarro y Óxido x 500 cm³ | uni | 
1 - PNT 933 Destapa cañerias en Gel x 500 cm³ | uni | 
1 - pomo hueco bronce desplazado liso | uni | po-004
1 - pomo maciso bronce centrado | uni | po-003
1 - portacandado  38 mm x 12 uni | caja | pa-052
1 - portacandado  51 mm x 12 uni | caja | pa-053
1 - portacandado  63 mm x 12 uni | caja | pa-054
1 - portacandado  76 mm x 12 uni | caja | pa-055
1 - portacandado  89 mm x 12 uni | caja | pa-056
1 - portacandado 101 mm x 12 uni | caja | pa-057
1 - precinto nylon blanco 2,5 x 100 "GW" | bolsa | pr-001
1 - precinto nylon blanco 3,6 x 150 "GW" | bolsa | pr-002
1 - precinto nylon blanco 3,6 x 200 "GW" | bolsa | pr-003
1 - precinto nylon blanco 3,6 x 250 "GW" | bolsa | pr-004
1 - precinto nylon blanco 3,6 x 300 "GW" | bolsa | pr-005
1 - precinto nylon blanco 4,8 x 180 "GW" | bolsa | pr-006
1 - precinto nylon blanco 4,8 x 200 "GW" | bolsa | pr-007
1 - precinto nylon blanco 4,8 x 250 "GW" | bolsa | pr-008
1 - precinto nylon blanco 4,8 x 300 "GW" | bolsa | pr-009
1 - precinto nylon blanco 4,8 x 400 "GW" | bolsa | pr-010
1 - precinto nylon blanco 7,8 x 300 "GW" | bolsa | pr-011
1 - precinto nylon blanco 7,8 x 350 "GW" | bolsa | pr-012
1 - precinto nylon blanco 7,8 x 400 "GW" | bolsa | pr-013
1 - precinto nylon blanco 7,8 x 450 "GW" | bolsa | pr-014
1 - precinto nylon negro 2,5 x 100 "GW" | bolsa | pr-015
1 - precinto nylon negro 3,6 x 150 "GW" | bolsa | pr-016
1 - precinto nylon negro 3,6 x 200 "GW" | bolsa | pr-017
1 - precinto nylon negro 3,6 x 250 "GW" | bolsa | pr-018
1 - precinto nylon negro 3,6 x 300 "GW" | bolsa | pr-019
1 - precinto nylon negro 4,8 x 180 "GW" | bolsa | pr-020
1 - precinto nylon negro 4,8 x 200 "GW" | bolsa | pr-021
1 - precinto nylon negro 4,8 x 250 "GW" | bolsa | pr-022
1 - precinto nylon negro 4,8 x 300 "GW" | bolsa | pr-023
1 - precinto nylon negro 4,8 x 400 "GW" | bolsa | pr-024
1 - precinto nylon negro 4,8 x 500 "GW" | bolsa | 
1 - precinto nylon negro 7,8 x 300 "GW" | bolsa | pr-025
1 - precinto nylon negro 7,8 x 350 "GW" | bolsa | pr-026
1 - precinto nylon negro 7,8 x 400 "GW" | bolsa | pr-027
1 - precinto nylon negro 7,8 x 450 "GW" | bolsa | pr-028
1 - precinto nylon negro 7,8 x 500 "GW" | bolsa | 
1 - punta hexagonal 3/4 x 25 cm. "el roble" | uni | pu-001
1 - punta hexagonal 3/4 x 30 cm. "el roble" | uni | pu-002
1 - punta hexagonal 3/4 x 35 cm. "el roble" | uni | pu-003
1 - punta hexagonal 3/4 x 45 cm. "el roble" | uni | pu-004
1 - punta para atornillar ph 1x25 "roth" | uni | pu-009
1 - punta para atornillar ph 2x25 "roth" | uni | pu-004
1 - punta para atornillar ph 2x50 "roth" | uni | pu-012
1 - punta para atornillar ph 3x50 "roth" | uni | pu-005
1 - punta para atornillar pz 1x25 "roth" | uni | pu-008
1 - punta para atornillar pz 2x25 "roth" | uni | pu-011
1 - punta para atornillar pz 3x25 "roth" | uni | pu-010
1 - puntera caño de cortina 1/2 | uni | so-101
1 - puntera caño de cortina 5/8 | uni | so-102
1 - rastrillo hierro con rienda 16 dientes "moises" | uni | ra-004
1 - rastrillo hierro de 12 dientes "moises" | uni | ra-001
1 - rastrillo hierro de 14 dientes "moises" | uni | ra-002
1 - rastrillo hierro de 16 dientes "moises" | uni | ra-003
0 - Remachadora Argenrap Premiun | uni | 
1 - remachadora Reforzada T/ Stanley | uni | 
1 - remaches rapido "Argenrap"  3,5 x 6 | caja | re-014
1 - remaches rapido "Argenrap"  3,5 x 8 | caja | re-016
1 - remaches rapido "Argenrap"  4 x 8 | uni | re-031
1 - remaches rapido "Argenrap"  5 x 8 | uni | re-050
1 - remaches rapido "Argenrap" 3,5 x 10 | uni | re-005
1 - remaches rapido "Argenrap" 3,5 x 12 | uni | re-007
1 - remaches rapido "Argenrap" 3,5 x 14 | uni | re-009
1 - remaches rapido "Argenrap" 3,5 x 16 | uni | re-011
1 - remaches rapido "Argenrap" 3,5 x 19 | uni | re-012
1 - remaches rapido "Argenrap" 4 x 10 | uni | re-018
1 - remaches rapido "Argenrap" 4 x 12 | uni | re-021
1 - remaches rapido "Argenrap" 4 x 14 | uni | re-022
1 - remaches rapido "Argenrap" 4 x 16 | uni | re-024
1 - remaches rapido "Argenrap" 4 x 20 | uni | re-026
1 - remaches rapido "Argenrap" 4 x 24 | uni | re-029
1 - remaches rapido "Argenrap" 5 x 10 | uni | re-041
1 - remaches rapido "Argenrap" 5 x 12 | uni | re-042
1 - remaches rapido "Argenrap" 5 x 14 | uni | re-043
1 - remaches rapido "Argenrap" 5 x 16 | uni | re-044
1 - remaches rapido "Argenrap" 5 x 20 | uni | re-045
1 - remaches rapido "Argenrap" 5 x 25 | uni | re-046
1 - remaches rapido "Argenrap" 5 x 26 | uni | re-047
1 - remaches rapido "Argenrap" 5 x 30 | uni | re-049
1 - repelente de hormigas "tute" en gel x 80 cm3- caja x 20 u. | uni | ve-023
 - resistencia para calefon de bronce | uni | 0
1 - respaldo goma p/amoladora 4,5" "koln" | uni | ab-088
1 - respaldo goma p/amoladora 7" "koln" | uni | ab-087
1 - respaldo goma p/taladro 4,5" "koln" | uni | ab-099
1 - respaldo p/velcro amoladora 5" "koln" | uni | ab-101
1 - respaldo p/velcro taladro 5" "koln" | uni | ab-100
1 - respaldo plastico p/amoladora 4,5" "koln" | uni | ab-102
1 - respaldo plastico p/amoladora 7" "koln" | uni | ab-103
1 - reten a rodillo bronceado | uni | 
1 - reten a rodillo zincado | uni | 
3 - rodillo anti - goteo 22 x 40 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo anti - goteo 22 x 50 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo Epoxi  17 x 40 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo Epoxi  22 x 40 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo Epoxi mini   8 cm "El Panda" ( pack x 15 ) | uni | 
3 - rodillo Epoxi mini  11 cm "El Panda" ( pack x 15 ) | uni | 
3 - rodillo Epoxi mini  5 cm "El Panda" ( pack x 15 ) | uni | 
3 - rodillo lana  18 x 40 "El Panda" ( pack x 12 ) | uni | ro-002
3 - rodillo lana  18 x 50 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo lana  22 x 40 "El Panda" ( pack x 12 ) | uni | ro-003
3 - rodillo lana  22 x 50 "El Panda" ( pack x 12 ) | uni | 
3 - rodillo mini forrado   5 cm "El Panda" ( pack x 15 ) | uni | ro-008
3 - rodillo mini forrado   8 cm "El Panda" ( pack x 15 ) | uni | ro-009
3 - rodillo mini forrado 11 cm "El Panda" ( pack x 15 ) | uni | ro-007
1 - roldana de hierro niquelada 25 mm | doc | ro-019
1 - roldana de hierro niquelada 32 mm | doc | ro-020
1 - roldana de hierro niquelada 38 mm | doc | ro-021
1 - roldana de hierro niquelada 50 mm | doc | ro-022
1 - roseta de bronce 42 mm | uni | ro-023
1 - roseta de bronce 48 mm | uni | ro-024
1 - roseta de chapa bronceada 42 mm | uni | ro-025
1 - roseta de chapa niquelada  42 mm | uni | ro-026
1 - Rueda Neumatica grande para Carretilla | uni | 
1 - Rueda Neumatica para Zorras | uni | 
1 - rueda tugsteno para cortadora de ceramica x 5 "neike" | blister | ru-
1 - serrucho carpintero 35 cm | uni | se-001
1 - serrucho carpintero 40 cm 16" | uni | se-002
1 - serrucho carpintero 45 cm 18" | uni | se-003
1 - serrucho carpintero 50 cm 20" | uni | se-004
1 - serrucho carpintero 55 cm 22" | uni | se-005
1 - serrucho costilla 30 cm | uni | se-006
1 - serrucho costilla 35 cm | uni | se-007
1 - serrucho podar cabo de madera 12" | uni | se-009
3 - sierra 115 x 22 24 d c/d | uni | si-001
3 - sierra 115 x 22 96 d c/d | uni | si-002
3 - sierra 115 x 22 96 d plana | uni | 
1 - sierra 175 x 22 96 d c/d | uni | si-003
1 - sierra circular con diente de widia 4 1/2 x 24 d "Rhein" | uni | si-010
1 - sierra circular con diente de widia 4 1/2 x 40 d "Rhein" | uni | si-011
1 - sierra circular con diente de widia 7 x 24 dientes | uni | 
1 - sierra circular con diente de widia 7 x 36 dientes | uni | 
1 - sierra circular con diente de widia 7 x 48 dientes | uni | 
1 - Sierra Copa Bimetalica 17 mm "Rhein" | un | 
1 - Sierra Copa Bimetalica 19 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 20 mm "Rhein" | un | 
1 - Sierra Copa Bimetalica 21 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 22 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 24 mm "Rhein" | un | 
1 - Sierra Copa Bimetalica 25 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 27 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 29 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 30 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 32 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 33 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 35 mm "Rhein" | un | 
1 - Sierra Copa Bimetalica 38 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 40 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 41 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 43 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 44 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 46 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 48 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 51 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 52 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 54 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 57 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 59 mm "Rhein" | uni | 
1 - Sierra Copa Bimetalica 60 mm "Rhein" | uni | 
1 - Sierra Copa Broca Diente Widia 30mm "Rhein" | uni | 
1 - Sierra Copa Broca Diente Widia 40 mm "Rhein" | uni. | 
1 - Sierra Copa Broca Diente Widia 55 mm "Rhein" | uni | 
1 - Sierra Copa Broca Diente Widia 60 mm "Rhein" | un | 
1 - Sierra Copa Broca EJE SDS PLUS 220mm  "Rhein" | uni | 
1 - Sierra Copa Broca EJE SDS PLUS 430mm "Rhein" | uni | 
1 - Sierra Copa Vastago hexag.3/8" A1 "Rhein" | un | 
1 - Sierra Copa Vastago hexag.7/16" A2 "Rhein" | uni | 
1 - soga elastica 5 mm "navegante" oferta | mts | so-005
1 - soga elastica 6 mm "navegante" oferta | mts | so-006
1 - soga elastica 8 mm "navegante" oferta | mts | so-007
1 - soga forrada en pvc 4 mm "navegante" oferta | mts | so-008
1 - soga forrada en pvc 5 mm "navegante" oferta | mts | so-009
1 - soga forrada en pvc 6 mm "navegante" oferta | mts | so-010
1 - soga forrada en pvc 8 mm "navegante" oferta | mts | so-011
1 - soga para motor de explosion 4 mm oferta | mts | so-015
1 - soga retorcida virgen polietileno 10 "navegante" | mts | so-033
1 - soga retorcida virgen polietileno 12 "navegante" | mts | so-034
1 - soga retorcida virgen polietileno 14 "navegante" | mts | so-035
1 - soga retorcida virgen polietileno 16 "navegante" | mts | so-036
1 - soga retorcida virgen polietileno 18 "navegante" | mts | so-037
1 - soga retorcida virgen polietileno 4 "navegante" | mts | so-038
1 - soga retorcida virgen polietileno 5 "navegante" | mts | so-039
1 - soga retorcida virgen polietileno 6 "navegante" | mts | so-040
1 - soga retorcida virgen polietileno 8 "navegante" | mts | so-042
1 - soga trenzada en vivos negros  3 mm "navegante" | mts | so-054
1 - soga trenzada en vivos negros  4 mm "navegante" | mts | so-055
1 - soga trenzada en vivos negros  5 mm "navegante" | mts | so-056
1 - soga trenzada en vivos negros  6 mm "navegante" | mts | so-057
1 - soga trenzada en vivos negros  7 mm "navegante" | mts | so-058
1 - soga trenzada en vivos negros  8 mm "navegante" | mts | so-059
1 - soga trenzada en vivos negros 10 mm "navegante" | mts | so-060
1 - soga trenzada en vivos negros 12 mm "navegante" | mts | so-1061
1 - soga trenzada en vivos negros 14 mm "navegante" | mts | so-062
1 - soga trenzada en vivos negros 16 mm "navegante" | mts | so-063
1 - soga trenzada en vivos negros 18 mm "navegante" | mts | so-064
1 - soga trenzada en vivos negros 2 mm "navegante" | mts | so-065
1 - soga trenzada en vivos negros 20 mm "navegante" | mts | so-066
1 - soga trenzada en vivos negros 22 mm "navegante" | mts | so-067
1 - soga trenzada en vivos negros 25 mm "navegante" | mts | so-068
1 - soga trenzada en vivos negros 28 mm "navegante" | mts | so-069
1 - soplete c/ gatillo techista para 10 Kgs "lorher" | uni | 
1 - soplete c/ gatillo techista para 3 kgs "lorher" | uni | 
1 - soplete c/ martillo para de 3 kgs "lorher" | uni | 
1 - soporte  1- TV Girat. Exten. De 10" a 32" .Mod. 570 | uni | 
1 - soporte  2- TV LCD/LED articulado de 14" a 55" oferta | uni | 
1 - soporte  3- TV Fijo con Inclinación de 32" a 61" Mod. 695 | uni | 
1 - soporte  4- TV Girat. Exten inclinacion de 26" a 55". Mod.380 | uni | 
1 - soporte  5- TV Girat. Exten. De 15" a 42" - Mod  580 | uni | 
1 - soporte  6- TV De techo Extensible. Mod. 795 | uni | 
1 - soporte  7- DVD y consola de juego.Mod 970 | uni | 
1 - soporte  8- Microondas y Horno Electrico .Mod.300 | uni | 
1 - soporte  9- TV Girat. Exten de 32" a 55". Mod.370 | uni | 
1 - soporte 10-TV D/Brazo movil 10" a 43". Mod.575 | uni | 
1 - Soporte Aire Acondicionado Super Reforzado 42 CM | uni | 
1 - soporte Aire Acondicionado Super Reforzado 49 CM | uni | 
1 - soporte alacena con alas "SC" x 24 uni. | caja | 
1 - soporte alacena sin alas  "SC" x 40 uni. | caja | 
1 - soporte Bracket blanco 100 x 150 caja x 20 u. | caja | 
1 - soporte Bracket blanco 150 x 200 caja x 20 u. | caja | 
1 - soporte Bracket blanco 200 x 250 caja x 20 u. | caja | 
1 - soporte Bracket blanco 250 x 300 caja x 20 u. | caja | 
1 - soporte Bracket negro  100 x 150 caja x 20 u. | caja | 
1 - soporte Bracket negro  150 x 200 caja x 20 u. | caja | 
1 - soporte Bracket negro  200 x 250 caja x 20 u. | caja | 
1 - soporte Bracket negro  250 x 300 caja x 20 u. | caja | 
1 - soporte caño de cortina abierto  1/2 x 50 | uni | so-081
1 - soporte caño de cortina abierto  5/8 x 50 | uni | so-082
1 - soporte caño de cortina cerrado 1/2 x 50 | uni | so-083
1 - soporte caño de cortina cerrado 5/8 x 50 | uni | so-084
1 - soporte DECO blanco 150 x 150 | uni | 
1 - soporte DECO blanco 200 x 200 | uni | 
1 - soporte DECO blanco 250 x 250 | uni | 
1 - soporte DECO blanco 300 x 300 | uni | 
1 - soporte para estante blanco 100x125x24 unidades | caja | 
1 - soporte para estante blanco 125x150x24 unidades | caja | 
1 - soporte para estante blanco 150x200x24 unidades | caja | so-501
1 - soporte para estante blanco 200x250x24 unidades | caja | so-502
1 - soporte para estante blanco 250x300x24 unidades | caja | so-503
1 - soporte para estante blanco 300x350x24 unidades | caja | so-504
1 - soporte para estante blanco 75x100x24 unidades | caja | 
1 - soporte para estante negro 100x125x24 unidades | caja | so-073
1 - soporte para estante negro 125x150 x24 unidades | caja | so-074
1 - soporte para estante negro 150x200x24 unidades | caja | so-075
1 - soporte para estante negro 200x250x24 unidades | caja | so-076
1 - soporte para estante negro 250x300x24 unidades | caja | so-077
1 - soporte para estante negro 300x350x24 unidades | caja | so-078
1 - soporte para estante negro 75x100x24 unidades | caja | so-080
1 - super parche dini fr2 x 48 u. | caja | su-006
1 - super parche dini fr3 x 30 u | caja | su-008
1 - super parche dini fr4 x 20 u. | caja | 
1 - tacha bronceada x 1000 u "TR" | caja | ta-001
1 - tacha niquelada x 1000 u "TR" | caja | ta-002
1 - tachuela  10 mm x 100 grs | caja | ta-501
1 - tachuela  13 mm (1/2) x 400 grs. | caja | 
1 - tachuela  15 mm (5/8) x 400 grs. | caja | 
1 - tachuela  19 mm (3/4) x 100 gs | caja | ta-903
1 - tachuela  19 mm (3/4) x 400 gs | caja | ta-902
1 - taco de nylon "Fidux" Nº  4 x 1000u. | caja | ta-007
1 - taco de nylon "Fidux" Nº  5 x 1000u. | caja | ta-008
1 - taco de nylon "Fidux" Nº  6 x 1000u. | caja | ta-009
1 - taco de nylon "Fidux" Nº  8 x 1000u. | caja | ta-010
1 - taco de nylon "Fidux" Nº 10 x 500u. | caja | ta-011
1 - taco de nylon "Fidux" Nº 12 x 500u. | caja | ta-012
1 - taco de nylon "PY" Nº  4 x 1000u. | caja | ta-007
1 - taco de nylon "PY" Nº  5 x 1000u. | caja | ta-008
1 - taco de nylon "PY" Nº  6 x 1000u. | caja | ta-009
1 - taco de nylon "PY" Nº  8 x 1000u. | caja | ta-010
1 - taco de nylon "PY" Nº 10 x 500u. | caja | ta-011
1 - taco de nylon "PY" Nº 12 x 500u. | caja | ta-012
1 - taco durlock "Fidux" Nº 6 x 1000u. | caja | 
1 - taco durlock "Fidux" Nº 8 x 500u. | caja | 
1 - taco espyga "Fidux" L Hueco N° 12 x 200u | caja | 
1 - taco espyga "Fidux" L Hueco Nº  6 x 1000u. | caja | 
1 - taco espyga "Fidux" L Hueco Nº  8 x 500u. | caja | 
1 - taco espyga "Fidux" L Hueco Nº 10 x 250u. | caja | 
1 - taco espyga "PY" L Hueco N° 12 x 200u | caja | 
1 - taco espyga "PY" L Hueco Nº  6 x 1000u. | caja | 
